Geo Point,Official Name Suburb
"-42.02160027777172, 147.84828105518528",Lake Leake
"-41.40218252078425, 145.92588228098325",Loongana
"-41.05723855618884, 146.83889422840005",Low Head
"-42.78764412873547, 147.11787835037183",Malbina
"-42.8283226708119, 147.86015711789133",Marion Bay (Tas.)
"-43.22864520021341, 147.2319284258933",Middleton (Tas.)
"-41.970397418982444, 147.09802665639958",Millers Bluff
"-41.507716742707025, 146.0896602583437",Moina
"-41.05762199875791, 145.89633795423856",Montello
"-41.38284334413281, 146.06082105573142",Nietta
"-41.099915103395354, 147.95961289161704",Pioneer (Tas.)
"-41.38081437163924, 147.1573644582937",Rocherlea
"-41.256128898589814, 145.95954980456722",South Riana
"-42.3556121704048, 146.66375384467466",Strickland
"-41.31554487948579, 147.39600233310128",Targa
"-42.257796643480674, 147.52457635707776",York Plains (Tas.)
"-23.784805691026303, 133.81468448856552",Arumbera
"-12.718831254203915, 131.00696627209095",Berry Springs
"-13.173491142079284, 130.93202504113856",Camp Creek (NT)
"-12.412385155986591, 130.88069289422953",Eaton (NT)
"-22.803008499267055, 134.456435948902",Engawala
"-18.228600085566722, 131.08882168887183",Gurindji
"-12.383629289531399, 130.8486021104672",Nightcliff
"-18.616625275109314, 132.70090572077245",Tanami East
"-25.20689192214576, 130.97006422226943",Yulara
"-35.23395816332279, 149.02907819396805",ACT Remainder - Belconnen
"-35.286320593020186, 148.9083715979342",ACT Remainder - Coree
"-35.46437157568645, 148.83658176918152",ACT Remainder - Cotter River
"-35.31406619885004, 148.99035010724552",ACT Remainder - Stromlo
"-35.341729402139414, 149.2105302094079",Beard
"-35.24548030806253, 149.09155194266856",Bruce (ACT)
"-35.42196479042136, 149.12491232833983",Chisholm (ACT)
"-35.281329376797565, 149.12913206614766",City
"-35.256640856045756, 149.11555601657275",O'Connor (ACT)
"-27.203932808316125, 153.1099134963411",Scarborough (Qld)
"-28.76966149468815, 151.79866730733718",Somme
"-21.368094240269677, 149.09978874507772",Sunnyside (Qld)
"-28.11524595493872, 151.6715814947014",Thanes Creek
"-27.61385410121058, 152.5325814608954",The Bluff (Ipswich - Qld)
"-26.247652785107114, 152.68288817040025",The Dawn
"-28.315997486848993, 152.38365514203014",The Falls
"-24.943976674287708, 150.0764693905488",Theodore (Qld)
"-19.50470340181609, 146.86975416911577",Toonpan
"-27.634228779258613, 151.93750922688375",Top Camp
"-16.80887306534009, 145.70538888932575",Trinity Park
"-27.553741092650032, 153.0815684828836",Upper Mount Gravatt
"-26.900930001985945, 151.8851057842333",Upper Yarraman
"-27.602711758675348, 152.66367395059308",Walloon
"-22.45745536664565, 140.2914984384642",Warenda
"-10.20738123205362, 142.82401692110741",Warraber Islet
"-27.829323960753214, 152.60440605784018",Warrill View
"-17.680281412999015, 146.01638649163613",Warrubullen
"-28.06338839898642, 151.0197581046388",Wattle Ridge (Qld)
"-27.855280172266514, 150.92284469372527",Western Creek (Qld)
"-20.231435634916465, 148.9523109591637",Whitsundays
"-16.34510866870368, 145.35279815969048",Whyanbeel
"-24.56715109514625, 146.40316798522375",Windeyer (Qld)
"-26.75651254242206, 153.12807462474126",Wurtulla
"-26.564487976495954, 152.95722124240393",Yandina
"-23.8172350639034, 151.14865250326548",Yarwun
"-35.27061012734101, 138.4835858195951",Aldinga
"-29.482541718312405, 135.75279712421622",Anna Creek
"-34.02920806870622, 138.67856826140596",Auburn (SA)
"-37.13642474715501, 140.6868445030954",Bool Lagoon
"-36.32176118180628, 140.77547672354254",Bordertown
"-34.7758907508602, 138.65307742680392",Brahma Lodge
"-34.82577408608276, 138.59933788277004",Cavan (SA)
"-37.95321683662091, 140.82455356155177",Caveton
"-32.263444308127184, 133.60154746178904",Ceduna Waters
"-34.86747949286636, 138.5243147102509",Cheltenham (SA)
"-33.266263542353876, 135.94676395607812",Cootra
"-34.80438794680687, 139.91195925460153",Copeville
"-34.862005643324785, 138.8356410423593",Cudlee Creek
"-35.70535108086959, 137.5396086285",Cygnet River
"-34.46455942183184, 138.35098448966568",Dublin
"-34.93680655492186, 138.62901612101956",Dulwich
"-34.735801549078545, 139.56338289134428",Forster (SA)
"-34.981561819909324, 138.5258783623192",Glenelg East
"-34.8217575193073, 138.88737244941703",Gumeracha
"-33.966148774027815, 137.68373123324412",Jericho (SA)
"-34.873145391760666, 139.54530518533",Julanka Holdings
"-32.58340901471766, 134.87628490896572",Kaldoonera
"-35.77072863552347, 137.4165435609938",Kohinoor
"-33.58622745741903, 135.74089005951387",Lock
"-35.17713458079349, 138.84264652450955",Macclesfield (SA)
"-34.34402476164288, 137.6782458873375",Maitland (SA)
"-35.69586485459741, 137.08006396200835",Middle River
"-34.984189041269076, 138.62300124550845",Mitcham (SA)
"-34.52281754332757, 135.42291571972493",Mount Dutton Bay
"-34.6582000361474, 138.66991638875157",Munno Para West
"-32.56915706090677, 140.5268424122381",Mutooroo
"-37.53842334429761, 140.88310822891603",Nangwarry
"-32.966991328324454, 138.85158248265847",Peterborough (SA)
"-34.076474226733644, 138.7915130493451",Saddleworth
"-35.02341800607724, 138.54582282431193",Seacombe Gardens
"-34.55278276122883, 139.3370578912105",Sedan
"-37.69805949736727, 140.47431852293684",Tantanoola
"-34.47499330425206, 138.74352087982317",Templers
"-34.523222526041835, 139.2477216082683",Towitta
"-34.430796249963855, 139.20728380963283",Truro
"-33.40162198172688, 137.93194879624835",Wandearah West
"-33.37081909882114, 138.59452501695185",Washpool (SA)
"-37.42734640316945, 140.5070354978432",Wattle Range
"-36.37898757836746, 140.9035377273905",Wolseley
"-31.934090163499413, 115.92947858613861",Ascot (WA)
"-33.28295860648087, 115.72290714974349",Australind
"-27.87732789036691, 122.15868544557284",Bandya
"-32.06934867123959, 115.76860317512286",Beaconsfield (WA)
"-33.389657767677846, 122.78971179419223",Beaumont (WA)
"-32.02418171321723, 115.96053613938481",Beckenham
"-29.09419586552759, 114.90450362895571",Bookara
"-33.95442394267314, 116.13123006172749",Bridgetown
"-34.11516944467418, 116.67525423532386",Chowerup
"-33.36061458533127, 116.14888620334791",Collie (WA)
"-32.081253015779794, 115.80598541973089",Coolbellup
"-30.668621740218814, 115.37318749734074",Cooljarloo
"-31.490127776329878, 116.42791588480512",Coondle
"-20.690487833079047, 117.1839458322032",Cossack (WA)
"-31.5611395729347, 116.53560088235547",Dumbarton
"-31.584407617553367, 115.66866353260467",Eglinton (WA)
"-33.74772893062894, 119.45488428349907",Fitzgerald (WA)
"-32.15506877879512, 115.93425014518967",Forrestdale
"-21.622992064376643, 116.54625884230637",Fortescue (WA)
"-32.56012073810007, 115.77341080603536",Furnissdale
"-31.346423282360703, 115.91115747532862",Gingin
"-32.88526057456448, 120.13240471346232",Hatter Hill
"-29.975958976341946, 118.24338559230486",Karroun Hill
"-30.815068035008032, 117.48276449111633",Koorda
"-32.36278173360059, 117.70326324436988",Kunjin
"-32.348295635488206, 117.39607396208433",Kweda
"-32.0073187229866, 116.0453286002942",Lesmurdie
"-35.00608768444023, 117.85583074844695",Lockyer (WA)
"-32.93314133203657, 116.37809430394861",Lower Hotham
"-34.24551724898713, 116.14431328121533",Manjimup
"-34.97557324737574, 117.74843328014897",Marbelup
"-31.71531974178999, 115.9201880198792",Melaleuca
"-31.858929759557597, 116.01988672033129",Middle Swan
"-34.26559637475821, 118.56743816291223",Monjebup
"-31.930204988800583, 115.8746054797744",Mount Lawley
"-31.50088272759168, 119.84865309713494",Mount Palmer
"-33.524585263150215, 116.12580593876619",Mumballup
"-31.390937102963914, 116.66679071243695",Mumberkine
"-32.14745805160787, 115.8058007749696",Munster
"-32.4991762376132, 115.85564459730733",Nambeelup
"-35.011942946809924, 116.83016092367578",Nornalup
"-35.024433034208734, 117.40511609954852",Nullaki
"-29.148005487690664, 117.50592035424964",Paynes Find
"-34.611312477444486, 117.23391211524287",Perillup
"-33.66358583027692, 117.53935532241331",Pinwernying
"-33.657617972612684, 115.12391118911924",Quindalup
"-31.05177935299854, 115.80717748444967",Red Gully
"-34.96382599373434, 117.26917080249585",Shadforth (WA)
"-32.1938456723225, 118.4595357773877",South Kumminin
"-28.365515135263674, 115.0170919888953",South Yuna
"-35.09232973808392, 117.8975754205759",Torndirrup
"-29.387161245835607, 119.8963908645841",Ularring
"-33.665700859092546, 115.80422914622233",Upper Capel
"-31.3376753529687, 118.58463092173513",Walgoolan
"-31.9926134043289, 115.94890763157198",Welshpool (WA)
"-15.748996372360214, 128.49914214723194",Wijilawarrim
"-33.95325644704049, 116.2900694732009",Winnejup
"-27.7138624030307, 115.76569791255247",Woolgorong
"-32.120584841940364, 115.81621760255551",Yangebup
"-29.11952281007871, 115.40641397274484",Yarragadee
"-28.25310259615081, 115.05724696627834",Yuna
"-41.072760971689505, 145.63188686209568",Calder
"-41.479257457793345, 146.1429135969495",Cethana
"-42.82804047536988, 147.77165067965703",Copping
"-42.596267722851984, 147.0759284640233",Elderslie (Tas.)
"-43.10607256289662, 147.92889845953607",Fortescue (Tas.)
"-42.81705134887524, 147.19950375701256",Glenlusk
"-42.73925263182961, 146.99999638267877",Hayes
"-41.09568461072249, 146.00214054515683",Howth
"-39.944029426898624, 147.92306864839637",Lughrata
"-41.4023413845117, 147.15057416424918",Mowbray (Tas.)
"-41.300281639359035, 147.9487567123604",Pyengana
"-41.1705662180449, 146.89614318217943",Rowella
"-42.63845229118846, 147.56352643266766",Runnymede (Tas.)
"-42.778054226618956, 147.57776424179798",Sorell
"-41.28344843267101, 146.1658942999196",Sprent
"-41.45456612425174, 146.177562763184",Staverton
"-42.77245655037377, 146.8545029564049",Uxbridge
"-43.210182787059466, 146.96804080627822",Waterloo (Tas.)
"-41.09673472888607, 145.83352995282348",West Mooreville
"-43.07767994227654, 147.03814071239208",Woodstock (Tas.)
"-15.401869034361516, 131.6691841386604",Delamere (NT)
"-24.872490148702006, 129.0944222745561",Kaltukatjara
"-12.424351846839985, 130.947333654088",Knuckey Lagoon
"-12.445687946310551, 130.83514609971664",The Gardens (NT)
"-12.380688105459736, 130.8854045320979",Wagaman
"-12.457942250889051, 130.9337114844827",Wishart (NT)
"-35.19955569822607, 149.14321269303244",Franklin (ACT)
"-35.19169136374176, 149.0453446315703",Fraser
"-35.41180193966622, 149.1089747360782",Gowrie (ACT)
"-35.199022991392106, 149.15609192549883",Harrison
"-35.14947729060415, 149.1304499755865",Jacka
"-35.2102350635093, 149.0541243688094",Melba
"-32.42856814748025, 151.77248277418312",Alison (Dungog - NSW)
"-30.911241882724728, 150.81743561384332",Attunga
"-33.09586878272346, 151.55194572767752",Balcolyn
"-31.317727988946306, 152.70529246849023",Ballengarra
"-28.68325067650936, 153.5219952341208",Bangalow
"-34.30252473762186, 146.99514118133462",Beckom
"-35.2055598722591, 150.54914390180255",Berrara
"-36.814528474811944, 149.3131644280163",Bibbenluke
"-31.559942372984914, 148.78493238911759",Biddon
"-36.01939351485475, 149.11450475881432",Billilingra
"-34.67214898919039, 148.6609063115055",Binalong
"-31.13569056512127, 150.78108699421733",Bithramere
"-33.7382592695172, 150.81547211213154",Blackett
"-31.754106907027282, 150.89785675012013",Blandford
"-32.442141987863295, 149.03357756055132",Bodangora
"-29.286220732634657, 151.9093202602908",Bolivia
"-33.8895963007929, 151.27257087515125",Bondi Beach
"-29.721939654112184, 153.22985016678024",Bookram
"-32.97487054759935, 151.60977461021005",Booragul
"-34.39576509179759, 148.73494229746885",Boorowa
"-34.805878572279575, 150.463427027619",Budgong
"-29.03552318185417, 152.4951689780906",Bulldog
"-30.57027032999854, 146.41285998885795",Byrock
"-36.15832753913928, 149.9054357533595",Cadgee (NSW)
"-33.86540811015497, 151.11537868445689",Canada Bay
"-33.53372827525614, 148.64069716339742",Canowindra
"-33.95218361973962, 150.89953574611488",Casula
"-35.06047304434217, 147.3584250771586",Charles Sturt University
"-32.05392212869777, 149.25717874859507",Cobbora
"-33.72424558511129, 150.85669687110055",Colebee
"-32.14296236310977, 151.89730938070923",Craven
"-29.999791782022562, 148.6218957550041",Cryon
"-35.67449871824517, 147.01533939703876",Culcairn
"-36.51695533153653, 148.82681856096178",Dalgety
"-34.723347103021126, 149.19512865084306",Dalton
"-36.3271746744914, 149.26779153247534",Dangelong
"-30.429298838483522, 152.63768279495065",Darkwood
"-31.037428845496127, 150.97072023117812",Daruka
"-28.377884089231713, 153.39202410940672",Dunbible
"-31.38693307571712, 151.20288598321315",Duncans Creek
"-31.231731151464857, 150.8183729324735",Duri
"-33.778789283242666, 149.93731270564302",Edith (NSW)
"-32.14940994489535, 149.0809938123695",Elong Elong
"-33.7726500513789, 151.0764095605694",Epping (NSW)
"-32.57357688413941, 149.49961600468885",Erudgere
"-31.967846920932917, 148.67137991514778",Eumungerie
"-33.68532097820761, 150.55103259043133",Faulconbridge
"-33.06634202035335, 151.11576186804876",Fernances Crossing
"-30.868868997038337, 152.99836879570472",Fishermans Reach
"-35.310726037990634, 148.1278820111731",Gadara
"-33.06294194746633, 150.1555808446351",Glen Alice
"-29.92866855242503, 151.71389159229665",Glencoe (NSW)
"-33.748309434738395, 150.85408841856307",Glendenning
"-34.07391369497344, 150.6033295316885",Glenmore (NSW)
"-31.92788425249444, 152.4788502360122",Glenthorne
"-34.25574368874855, 149.67302408387147",Golspie
"-29.380739860208404, 153.30774101521737",Goodwood Island
"-32.28724456102623, 151.19769613272626",Goorangoola
"-32.4127709914119, 151.50039728662063",Gresford
"-32.68893850130799, 151.38668515188655",Greta (NSW)
"-33.85620193515258, 150.99093872080493",Guildford (NSW)
"-33.38877599916702, 151.06131272829046",Gunderman
"-34.546415264503636, 148.36973952025184",Harden
"-34.65521161393841, 144.81169251481023",Hay South
"-33.655720796583175, 149.89796533644218",Hazelgrove
"-32.788933354398644, 151.7353854908194",Heatherbrae
"-31.388340830730584, 152.54326278171203",Hollisdale
"-32.324472884770515, 150.6217868881276",Hollydeen
"-34.71569484522756, 147.6664238549774",Junee Reefs
"-30.53065867941345, 152.81882507719206",Kennaicle Creek
"-33.77337147861972, 151.22213045370017",Killarney Heights
"-32.03852501749199, 152.26370184695975",Krambach
"-28.463716021591683, 153.23468795027765",Kunghur
"-29.4510291003723, 153.0768954506589",Lawrence (NSW)
"-31.738516810426884, 142.39877226987159",Little Topar
"-30.177735393106843, 152.896997104901",Lowanna
"-35.56139455186816, 147.95511715152685",Lower Bago
"-35.84295444982998, 146.3368891449332",Lowesdale
"-35.10469500548171, 143.76138588288734",Mallan
"-28.917544321760104, 153.36366343407315",Marom Creek
"-32.555299800198746, 151.64451489266483",Martins Creek
"-32.458891026520696, 148.8998273290615",Maryvale (NSW)
"-28.926568371201157, 153.4136805283529",Meerschaum Vale
"-28.48681854456814, 153.46805351511367",Middle Pocket
"-35.252033181315106, 146.87039177011795",Milbrulong
"-28.9504035169274, 152.89693757118195",Mongogarie
"-32.24988488711495, 151.85324001584266",Monkerai
"-28.591563006627887, 153.46198272594987",Montecollum
"-30.2218387953612, 152.64172699864054",Moonpar
"-33.117541961854826, 151.49122632285395",Morisset
"-33.121466996740075, 151.5329896449712",Morisset Park
"-32.551376059168575, 148.8999967774741",Mount Arthur
"-28.418209048958197, 152.5834532271397",Muli Muli
"-32.50348239955901, 152.33877221640762",Mungo Brush
"-32.424839648969744, 152.3867132845469",Myall Lake
"-33.38882940870877, 149.7502256658771",Napoleon Reef
"-34.328796243649016, 147.61757133270413",Narraburra
"-32.73540246899448, 152.13918903593247",Nelson Bay (NSW)
"-30.7312468327019, 150.6142492378913",New Mexico
"-31.592596817516693, 144.79447702950304",Noona
"-32.37706899505097, 151.88216758225184",Nooroo
"-35.68618679291751, 150.1883629294041",North Batemans Bay
"-33.79675103121876, 151.12987388504732",North Ryde
"-28.26098535492035, 153.47115585550165",North Tumbulgum
"-35.46915966580801, 149.9117001236677",Northangera
"-34.79221691294392, 149.1745566128986",Oolong
"-33.99240234261732, 150.7426636177928",Oran Park
"-32.05484781012586, 150.70390700558983",Owens Gap
"-33.73111595894645, 151.24469029745413",Oxford Falls
"-31.93694075599724, 152.51022187219408",Pampoolah
"-33.049761599195655, 143.20851602857186",Pan Ban
"-32.59067666634005, 151.60404950991133",Paterson (NSW)
"-33.73841658869232, 151.07411790824122",Pennant Hills
"-28.85903683694263, 152.88329412300286",Piora
"-34.40031949555189, 147.3873460284084",Pucawan
"-36.46583449210407, 149.88609942671016",Quaama
"-34.93244124306397, 150.1954668945002",Quiera
"-33.915465499372786, 151.24097360110744",Randwick
"-31.9986839895837, 151.71709359976845",Rawdon Vale
"-32.156615104345875, 148.46615659828635",Rawsonville
"-28.72825784080157, 153.16255455039698",Rock Valley
"-33.523758012563675, 150.04590807533907",Rydal
"-28.89660330837148, 152.66041327059665",Sandilands (NSW)
"-31.919558420956893, 145.43680289586285",Sandy Creek (Cobar - NSW)
"-28.37222142731505, 152.81418252285687",Sawpit Creek
"-31.064279578579455, 152.71404531839175",Sherwood (Kempsey - NSW)
"-31.776863795694904, 147.75566062400802",Snakes Plain
"-34.22866267067857, 150.98160609612796",Stanwell Park
"-28.86765982674585, 152.52183376111824",Tabulam
"-32.74263309928442, 152.06845707960932",Taylors Beach (NSW)
"-28.81521211379648, 153.49183497462153",Teven
"-28.782593009627625, 152.7926890818442",Theresa Creek (NSW)
"-30.33222045966655, 150.90725079975374",Thirldene
"-31.05097430590938, 145.9675138435484",Tindarey
"-30.083272480181698, 152.83195673625588",Towallum
"-28.81429709797402, 153.4680024408398",Tuckombil
"-35.38444695392023, 144.16109650011234",Tullakool
"-35.12353960925747, 150.49546582209635",Tullarwalla
"-35.73241199962382, 148.05507124937046",Tumbarumba
"-35.15353321557241, 150.3974957448805",Twelve Mile Peg
"-32.03802183953913, 149.73617153518836",Uarbry
"-33.41355846747164, 150.70331588074467",Upper Colo
"-28.603888294142873, 153.4028042691615",Upper Coopers Creek
"-31.991737362041658, 152.56140757326014",Wallabi Point
"-35.153300692154964, 148.99348714373158",Wallaroo (NSW)
"-35.80053141741495, 147.49574262682862",Wantagong
"-34.884745232415845, 147.67659731029565",Wantiool
"-31.157777545206486, 150.85794802726642",Warral
"-32.18972223408754, 152.12809000435968",Warranulla
"-31.872335158869333, 151.08580409994187",Waverly
"-29.0444481778078, 149.28829872056176",Weemelah
"-31.058691602129244, 152.83184831799045",West Kempsey
"-34.882088777772935, 150.5833580707808",West Nowra
"-30.848741460590695, 151.44628529563923",Wollun
"-32.271613943749315, 150.6555438967973",Wybong
"-35.68050898729218, 148.49311468851658",Yarrangobilly
"-38.521743068657706, 145.4492445218516",Anderson
"-38.392792479568335, 145.87806181301934",Arawata
"-36.96734508292403, 144.7168446289136",Argyle (Vic.)
"-37.5391589574514, 143.86621042910608",Ballarat North
"-37.80869393903237, 144.43680706431329",Balliang East
"-36.33814674937133, 146.6576591148292",Beechworth
"-35.49293230047385, 143.8266222400636",Benjeroop
"-37.4788079623162, 144.2115603500017",Blakeville
"-37.85201035094043, 146.9412993205803",Boisdale
"-36.46822848174379, 146.62421260116545",Bowmans Forest
"-36.23556870232396, 145.33142237918884",Bunbartha
"-37.22959162360371, 143.5876760304287",Burnbank
"-38.380460744813796, 146.6035780873858",Callignee South
"-38.23925705256366, 143.15295135334975",Camperdown (Vic.)
"-37.78982211516598, 148.72635980363145",Cape Conran
"-36.65412740018589, 146.54743298864628",Carboor
"-37.59684443782217, 143.4903199407366",Chepstowe
"-37.918193768750115, 145.1302098566345",Clayton
"-38.42310990284567, 145.46749339927385",Corinella (Vic.)
"-35.18819090652646, 141.36526253757702",Cowangie
"-37.38783770767499, 146.9923565231989",Crooked River
"-38.44297799946095, 142.94594609750163",Curdies River
"-36.65219635045826, 144.02390023571772",Derby (Vic.)
"-37.96196209506349, 143.1821763412536",Derrinallum
"-37.97556520280666, 145.12562835267136",Dingley Village
"-38.01101436120772, 141.26451124983421",Drik Drik
"-38.205987089303804, 147.32024027747613",Dutson Downs
"-38.155281463210194, 144.3801170997682",East Geelong
"-37.81435517897106, 144.98264860123237",East Melbourne
"-37.4956679013518, 145.06713962743967",Eden Park
"-38.128137481130175, 142.65383789558717",Ellerslie (Vic.)
"-36.63878068274034, 146.84659298100541",Eurobin
"-37.753457099722866, 147.48025784736458",Flaggy Creek
"-38.27021849902143, 147.31337821955782",Flamingo Beach
"-36.50351444737961, 146.69909741628032",Gapsted
"-38.07846959420217, 144.22762249616792",Gheringhap
"-37.689881438697014, 144.89450386963534",Gladstone Park
"-37.54028235636467, 144.32230059697693",Greendale (Vic.)
"-36.99344325966413, 144.25834819565293",Harcourt
"-36.91534797304174, 144.72249098407508",Heathcote (Vic.)
"-37.658964333354426, 141.52670584763644",Henty (Vic.)
"-38.170200911905475, 144.31154882748814",Highton
"-38.45395336466952, 143.41745439039244",Irrewillipe
"-38.568184960693905, 146.55587084606807",Jack River
"-38.73426440193108, 143.3944133823078",Johanna
"-37.689134336367026, 145.23160967030077",Kangaroo Ground
"-35.93442114296355, 142.20484491255993",Kenmare (Vic.)
"-37.51070772645494, 145.35816264906018",Kinglake
"-38.18744704533946, 145.4886755299052",Koo Wee Rup
"-36.91419683225438, 142.34147109815606",Laharum
"-37.49917560909367, 141.08102426664718",Lake Mundi
"-37.39216324331027, 142.92567259172588",Langi Logan
"-36.36319565881536, 142.76001882034606",Lawler
"-36.3432111517174, 146.44402635593715",Londrigan
"-38.08031656003553, 145.78221975873197",Longwarry North
"-37.80779069595115, 147.6715999865717",Lucknow (Vic.)
"-37.510143829776325, 149.7995489146021",Mallacoota
"-38.218361285423505, 144.603449988789",Mannerim
"-36.21981972689376, 142.86358974019362",Massey
"-38.60722185970286, 146.88917173505226",McLoughlins Beach
"-34.20847303166733, 142.12415616629568",Mildura
"-35.78603307541222, 144.08242956538962",Milnes Bridge
"-38.395017285558396, 146.15034341443484",Mirboo North
"-36.589120666328526, 147.12182801981672",Mongans Bridge
"-37.78474571946369, 146.82488790081482",Monomak
"-37.62862846909815, 143.88525125373098",Mount Helen
"-37.39407883816082, 144.0463747489497",Mount Prospect
"-37.92565235549369, 145.1757822167067",Mulgrave (Vic.)
"-36.61480035067528, 145.2527319647498",Murchison East
"-35.281256220402874, 143.5654356523664",Murraydale
"-37.69009229554349, 143.8075291312114",Napoleons
"-37.61277291233876, 143.93429148086122",Navigators
"-36.836289940285006, 147.3594155936006",Nelse
"-38.201536721015884, 142.97738642771654",Noorat East
"-36.62194564722789, 141.68342927489263",Nurcoung
"-35.1470204691116, 143.3632486699913",Nyah
"-37.891484746963116, 147.91915591909256",Nyerimilang
"-38.100931315194394, 145.42302740922577",Officer South
"-36.44870633282101, 146.37718055802873",Oxley (Vic.)
"-37.64278146181178, 145.24647514673097",Panton Hill
"-37.724080017103255, 143.63537373364414",Piggoreet
"-34.34269751285192, 142.24704919020724",Red Cliffs
"-37.25581224905353, 145.15402664693647",Reedy Creek (Vic.)
"-37.35634111412626, 146.62476749644856",Reynard
"-37.631560708276744, 145.08350180921502",South Morang
"-37.57967404675401, 145.3809456110353",Steels Creek
"-36.07464069126312, 147.1626985277225",Talgarno
"-38.6565831833325, 143.7141913992913",Tanybryn
"-37.69858147286923, 144.78625316832677",Taylors Lakes
"-36.11635625300545, 144.38001688844233",Terrick Terrick East
"-35.990966322111085, 147.4283042264069",Thologolong
"-37.93254524854035, 146.58076983374497",Walhalla East
"-36.747147922561076, 142.87647916732706",Wallaloo
"-36.09348903046707, 144.6307338540278",Wharparilla
"-37.33895890703048, 144.24334868997136",Wheatsheaf
"-37.465564984237254, 145.13119556631833",Whittlesea
"-37.387246774741946, 142.74540341198133",Willaura North
"-37.862017759382475, 144.7430322980165",Williams Landing
"-36.47151674460421, 143.38681951687613",Yawong Hills
"-38.39497100781515, 143.7068643582435",Yeodene
"-38.36714962348841, 146.3548794022021",Yinnar South
"-24.831031195463382, 152.01057103371105",Abbotsford (Qld)
"-24.43963913345223, 148.39739816044255",Albinia
"-27.53248589806503, 153.22895860910117",Alexandra Hills
"-23.39395856107636, 150.50392325494553",Allenstown
"-23.597786786280377, 147.8101913667915",Anakie Siding
"-23.298672972069138, 147.4795040072807",Argyll
"-27.508962477762378, 151.66498849946205",Aubigny
"-24.767829711706817, 152.14975782661318",Avondale (Qld)
"-25.601664840155795, 148.62587632154768",Baffle West
"-23.692626304245007, 150.58867541597073",Bajool
"-23.61736976310229, 145.33645029842333",Barcaldine
"-27.08432691931528, 152.89002914294144",Bellmere
"-20.702289239001164, 148.5706416004343",Bloomsbury
"-27.118962055963483, 146.87275989596992",Boatman
"-26.53677694849709, 151.94181704978374",Booie
"-27.349023232606125, 153.0696033081054",Boondall
"-26.9140759717051, 153.1127610871931",Bribie Island North
"-26.894363442285524, 150.8099949758129",Brigalow
"-17.895403410770335, 145.93142627645489",Bulgun
"-17.619270092368964, 143.90165852814152",Bulleringa
"-24.77795611974071, 152.4058289111624",Burnett Heads
"-27.511609217844555, 153.11325416170325",Carindale
"-25.670560119852887, 146.9854602095871",Caroline Crossing
"-17.296724582268826, 145.4522914837204",Carrington (Qld)
"-19.651065035094618, 147.45457192214135",Carstairs
"-27.333714221183072, 152.8183011518653",Cedar Creek (Moreton Bay - Qld)
"-25.26783622526324, 151.10464950703553",Ceratodus
"-22.828710345876285, 147.82760992423044",Cheeseborough
"-28.287214948122095, 152.98535166339425",Chinghee Creek
"-20.56097934321224, 147.82383695081433",Collinsville (Qld)
"-26.690377133271014, 150.32747786470384",Columboola
"-20.453366292019158, 148.72194152414082",Conway
"-27.569834795030534, 153.33066155067547",Coochiemudlo Island
"-26.65718891804849, 145.53466560466038",Cooladdi
"-18.606191966451277, 146.24733391614913",Cordelia
"-26.278985573977675, 151.47601961707724",Coverty
"-21.817335615409455, 139.5920270487547",Dajarra
"-23.359234439207544, 150.23233209851247",Dalma
"-17.211173440965464, 145.93795804910818",Deeral
"-17.85330590988868, 146.07044934310395",Djiru
"-21.132271663711983, 149.11777824534101",Erakala
"-27.97189307590456, 152.60698336368347",Fassifern Valley
"-27.626662153853914, 151.8914826750301",Finnie
"-18.60139154836017, 146.17944439119773",Gairloch
"-27.743907910572936, 153.27263224160203",Gilberton (Gold Coast - Qld)
"-25.542706119154655, 150.15888887434608",Glebe (Qld)
"-25.249728012805985, 151.90068237215468",Good Night
"-26.982890423289412, 152.42057030833928",Gregors Creek
"-27.938048793435932, 153.23921985382646",Guanaba
"-27.53126302996492, 151.95455496965866",Harlaxton
"-27.68225222036762, 153.06148059988084",Heritage Park
"-25.331708972779666, 152.54203615847499",Howard
"-18.655095201834357, 146.15441066959295",Ingham
"-24.124030991085053, 151.37433734991748",Iveragh
"-11.239004865592175, 142.6178826260384",Jardine River
"-26.642179984720794, 151.09079035269426",Jinghi
"-17.476875582877955, 146.03673548446673",Jubilee Heights
"-28.24877249472832, 152.1470157519334",Junabee
"-27.248098785779955, 152.99237840041548",Kallangur
"-23.338927542847877, 150.50511402262717",Kawana
"-26.01617748385758, 152.77001629136973",Kia Ora (Qld)
"-25.341741031354864, 152.26250272915945",Kullogum
"-27.78833994674642, 151.2990066331113",Lemontree
"-21.32174606186111, 146.46194614011202",Llanarth (Qld)
"-17.695818468596023, 146.0790303746081",Lower Cowley
"-27.79072904457082, 153.2017938278536",Luscombe
"-23.833354041163883, 150.93633732034104",Machine Creek
"-27.957080786749334, 153.42578927007045",Main Beach
"-17.375227902464164, 145.58783917795762",Malanda
"-26.37333859472557, 152.28554866494346",Manumbar
"-20.659898997163598, 148.68927371512385",Midge Point
"-20.720902389634414, 139.4875966943512",Miles End
"-24.774832777178563, 151.52450406111151",Molangul
"-24.601130681492286, 151.1427307517147",Monal
"-27.970159096052758, 152.5798998527862",Morwincha
"-28.078267533545382, 152.59191952334615",Mount Alford
"-27.006517077911447, 151.93904172288472",Mount Binga
"-27.620327635128113, 153.22584594641194",Mount Cotton
