Geo Point,Official Name Suburb
"-19.6686278237795, 147.31152072701735",Mount Kelly
"-26.64165517722803, 148.37137260802328",Muckadilla
"-26.61903383180311, 153.09382200299154",Mudjimba
"-27.570915334002006, 152.73349680720074",Muirlea
"-25.880052272159183, 152.45173047748594",Munna Creek
"-26.624198420096718, 152.95831140811978",Nambour
"-21.66144025765021, 148.78333347342618",Nebo
"-25.782071578493568, 152.5322601257644",Netherby (Qld)
"-26.29332920461233, 148.51338014193246",Orallo
"-27.509957173661224, 153.25514292078805",Ormiston
"-17.615177745920032, 145.6823431253516",Palmerston (Qld)
"-27.405274109431552, 152.14803702488115",Palmtree
"-21.790470675773012, 147.45764909057092",Pasha
"-20.975936272438858, 145.47766044372565",Pentland
"-25.25705568982206, 152.8173321663707",Point Vernon
"-16.505476641440517, 145.46075197675546",Port Douglas
"-28.090832157535722, 151.7553407705663",Pratten
"-27.852034939797, 152.63601929669358",Radford
"-26.759414486861164, 152.78781136967564",Reesville
"-19.74803684543013, 146.88684095210218",Reid River
"-24.726976708317707, 149.52333538552924",Rhydding
"-27.453344065570228, 152.53252163330282",Rifle Range
"-27.22325013793472, 151.7121287438313",Rosalie Plains
"-27.597977796632847, 153.07640621768914",Runcorn
"-27.61326649286764, 152.74515039298265",Sadliers Crossing
"-32.726732639463094, 151.4136680186419",Allandale (NSW)
"-32.61322739236469, 148.95853384875952",Apsley (NSW)
"-30.05285321374625, 153.19119731942303",Arrawarra
"-33.91606399437156, 150.90000785890763",Ashcroft
"-28.96173611386982, 151.7290030896972",Back Creek (Tenterfield - NSW)
"-28.976076462677366, 153.41305594995137",Bagotville
"-33.92056964530631, 151.0317269531113",Bankstown
"-30.929099488841953, 149.05828846084384",Baradine
"-31.666612104483175, 148.89587389011905",Bearbong
"-33.333427852754085, 147.6998872141429",Bedgerabong
"-29.93546886901522, 149.75892499519307",Bellata
"-30.452906955462385, 152.8886168566168",Bellingen
"-34.430440054734056, 145.8451963690664",Benerembah
"-33.53504877551429, 150.4492716516663",Berambing
"-34.47870188362095, 150.84321015347635",Berkeley
"-36.43170122959837, 150.0394099769352",Bermagui
"-30.368372167101136, 152.6702995881722",Bielsdown Hills
"-29.88306925031782, 152.79805625233334",Blaxlands Creek
"-35.59935718042596, 145.31105728231188",Blighty
"-31.591687225716424, 152.75412072313392",Bobs Creek
"-30.69187394370477, 150.04645434394251",Boggabri
"-34.84670105506277, 150.60369364512928",Bomaderry
"-35.26230338101841, 148.2446353748664",Bombowlee
"-32.94779876548636, 151.6276792830559",Boolaroo
"-29.064313540652034, 153.20404957994484",Bora Ridge
"-28.39505809565201, 153.0696196783514",Border Ranges
"-33.516416982623326, 151.40258384719374",Bouddi
"-33.90425786155137, 151.2640319026057",Bronte
"-35.302296399180356, 146.58486936438098",Brookong
"-34.89236060080432, 150.65767392580975",Brundee
"-36.16171827833432, 148.71983620316774",Buckenderra
"-35.294029490409415, 149.48031745985648",Bungendore
"-30.72708132004232, 152.63816259960313",Burrapine
"-36.31370386868258, 148.45798086290307",Burrungubugge
"-33.87802371007066, 151.10380226316894",Burwood (NSW)
"-35.00278933515298, 150.697327421401",Callala Beach
"-34.82246332266292, 150.55874297950535",Cambewarra Village
"-29.389060462630574, 152.05280577827904",Capoompeta
"-33.93791662945363, 150.84831085985806",Carnes Hill
"-30.83290117844937, 152.2335918554223",Carrai
"-30.22834140315239, 152.78371412300694",Cascade (NSW)
"-31.968595366830733, 150.03595627065445",Cassilis (NSW)
"-33.727920390720655, 150.99982005769778",Castle Hill (NSW)
"-34.293704791013596, 150.82477774965082",Cataract
"-33.10624407183897, 151.64363554387793",Caves Beach
"-29.76142469758792, 152.7444044544403",Chambigne
"-33.321656412228165, 151.44512977699569",Chittaway Point
"-34.50288304127113, 150.77086305714252",Cleveland (NSW)
"-32.601857865657216, 149.4495551882602",Collingwood (NSW)
"-33.2968027299271, 150.69334944251662",Colo Heights
"-32.90035479320481, 147.0081896525191",Condobolin
"-31.87254132003141, 151.77001822591077",Craven Plateau
"-30.629047331485467, 151.68479975514262",Dangarsleigh
"-33.7348604208984, 150.859901664109",Dean Park
"-33.752510738931456, 151.28894251618658",Dee Why
"-33.10092390626534, 147.3519537137917",Derriwong
"-29.49797585878065, 152.97915350776395",Dilkoon
"-33.49167961790272, 150.17773026487646",Doctors Gap
"-31.866664593423916, 152.29827678455143",Dollys Flat
"-33.68445899602168, 149.9565586792512",Duckmaloi
"-30.163984741338503, 153.15782951208962",Emerald Beach
"-35.24072992990431, 150.24813185785217",Endrick
"-30.731167386603623, 151.83428591811568",Enmore (Armidale Regional - NSW)
"-33.874143753668555, 150.97265349199867",Fairfield East
"-32.54932768242167, 151.19920346405226",Fern Gully
"-28.768080576629416, 153.4909107315598",Fernleigh
"-33.05256221122414, 151.59479227090725",Fishing Point
"-33.623302782696534, 149.54777445874183",Fosters Valley
"-28.604398233220163, 153.430655319715",Goonengerry
"-31.34481652140404, 150.8251059787854",Gowrie (Tamworth Regional - NSW)
"-33.92788119369701, 150.6621700977543",Greendale (Liverpool - NSW)
"-33.58538637429708, 150.65563124710746",Grose Vale
"-35.57962963102752, 149.55900534121903",Harolds Cross
"-34.489282283152164, 150.7744834095821",Horsley
"-33.91016928725129, 151.1289232215954",Hurlstone Park
"-34.002807820037, 151.0958938711401",Kangaroo Point (NSW)
"-33.703884851655424, 150.91945077035658",Kellyville Ridge
"-34.467715334323316, 150.79821750730218",Kembla Grange
"-31.901033354749334, 148.41125114295863",Kickabil
"-33.76811824351564, 151.15687333313357",Killara (NSW)
"-31.894985252269, 152.2924639932899",Killawarra (NSW)
"-33.42240375392348, 149.8509125821423",Kirkconnell
"-34.619923231133285, 150.6938221332657",Knights Hill
"-29.589983468673037, 152.97494626430515",Kyarran
"-33.81149647201877, 151.1500623924744",Lane Cove West
"-35.83215034797858, 147.63180237612116",Lankeys Creek
"-28.663131229459164, 153.1096616838412",Larnook
"-33.706849939813324, 150.33793573927906",Leura
"-29.825035035664936, 152.93490967373697",Levenstrath
"-35.620288394132245, 147.51259506478854",Little Billabong
"-35.29321637827549, 150.37388621963348",Little Forest
"-35.17948166910445, 146.76750326641115",Lockhart
"-30.682271536564137, 152.29047949824846",Lower Creek
"-32.31820705718166, 150.7288517777369",Mangoola
"-33.804863409375386, 151.29134630998394",Manly (NSW)
"-33.166473481419665, 151.53984914885356",Mannering Park
"-31.1895037250372, 152.6799696682412",Marlo Merrican
"-33.61272780811398, 150.84168811377597",McGraths Hill
"-32.94786141830438, 151.74341743254394",Merewether
"-35.981307852902596, 150.1382136637044",Meringo
"-32.158570268191035, 149.56959035297558",Merotherie
"-34.597686057882974, 149.7333376213105",Middle Arm
"-28.435663069594707, 153.49713158565302",Mooball
"-31.86749121087013, 152.19990132554875",Mount George (NSW)
"-35.924035667759114, 146.04822057931332",Mulwala
"-36.44342371608744, 148.107891102946",Murray Gorge
"-34.97302462525798, 149.02284513098562",Murrumbateman
"-29.617720152322043, 152.84192317841337",Mylneford
"-30.590084356369914, 150.81527336359042",Namoi River
"-35.31256159995294, 150.46385181981853",Narrawallee
"-36.50139903711184, 149.2836363500923",Nimmitabel
"-28.329703269072816, 153.34049611969792",North Arm (NSW)
"-30.309948575659774, 153.07069197251704",North Boambee Valley
"-31.458628732362484, 151.74328511625234",Nowendoc
"-31.881155209556585, 151.31058063894227",Omadale
"-33.88378151425432, 151.22848898608913",Paddington (NSW)
"-36.24921327301641, 149.06254012911558",Pine Valley
"-33.96986006812757, 150.98390024741295",Pleasure Point
"-28.387616341653647, 153.55797586310118",Pottsville
"-33.94164549986633, 150.87207969352596",Prestons
"-35.57791299782703, 150.3518354423709",Pretty Beach (Shoalhaven - NSW)
"-31.496034721415125, 150.63231740063048",Quirindi
"-33.1136499304407, 151.30660231214324",Ravensdale
"-33.823963373657406, 151.1601722174143",Riverview (NSW)
"-29.717022060664753, 151.00486200652585",Rob Roy
"-28.472720903457407, 152.824020617601",Roseberry Creek
"-32.7329682235158, 152.09004654987442",Salamander Bay
"-32.16949560547687, 151.53707198842253",Salisbury (NSW)
"-28.891449209657452, 153.24511008430525",South Gundurimba
"-33.34281031946879, 149.098803660607",Spring Creek (NSW)
"-33.69411916386925, 150.57579912617402",Springwood (NSW)
"-34.98319846083, 145.28166805004977",Steam Plains
"-28.75050484941982, 152.94682087963932",Stratheden
"-33.37726943941573, 149.87693850996135",Sunny Corner
"-29.718030733748165, 151.23675850780202",Swanbrook
"-34.27619143273076, 149.01878731122397",Taylors Flat
"-30.11330437430754, 151.4153635958248",Tenterden (NSW)
"-32.26474202759614, 147.2502260293798",Tottenham (NSW)
"-29.614900798908536, 152.95796443596132",Trenayr
"-35.682202200119605, 145.30737717802097",Tuppal
"-36.860630216914956, 149.92381836029108",Tura Beach
"-35.12735108869826, 147.3619674231003",Turvey Park
"-28.41454729096386, 153.32821593906937",Uki
"-32.14598963935066, 151.46076465576564",Upper Allyn
"-30.069838195094132, 150.66478165591192",Upper Bingara
"-28.2577057081955, 153.40503600812775",Urliup
"-35.73605448515719, 146.87497420557142",Walla Walla
"-32.50265948506638, 151.70090462803495",Wallarobba
"-28.36619905249083, 153.45459397322256",Wardrop Valley
"-32.558624061533756, 151.02047388977397",Warkworth
"-34.48673049761143, 150.88253485888367",Warrawong
"-35.37849194092951, 148.3046272239814",Wermatong
"-31.100948879890275, 150.90740050305612",West Tamworth
"-30.938291660589016, 152.63084620082537",Willawarrin
"-34.26592450509484, 150.68563252266782",Wilton (NSW)
"-32.67674609908476, 151.45487147108722",Windermere (NSW)
"-32.79974112295392, 149.5714625784303",Windeyer (NSW)
"-36.48857086772731, 149.36634654670286",Winifred
"-33.62717050776214, 147.73073426456634",Wirrinya
"-29.159050854823892, 150.52084259044662",Yallaroi
"-32.36707455013345, 149.6548725909315",Yarrawonga (NSW)
"-33.46812294097385, 151.36594805564272",Yattalunga (NSW)
"-37.36194654424663, 143.91509330719617",Allendale
"-36.54382243657125, 142.9279352025507",Avon Plains
"-35.68720834217039, 143.73821277182222",Bael Bael
"-37.818428394445675, 144.34502365473367",Balliang
"-38.048381438334474, 145.172190638805",Bangholme
"-38.37509219028613, 144.2564001985563",Bells Beach
"-38.58914777700377, 146.4478990954373",Binginwarri
"-38.42874829913943, 143.9797166941761",Boonah (Vic.)
"-36.236877035009144, 146.39756245361139",Boralma
"-37.84597798286953, 141.8055240386315",Branxholme
"-38.182283973543825, 144.373559688603",Breakwater
"-36.908486133998096, 146.10380598174999",Bridge Creek
"-37.24436098794334, 149.11927956508063",Buldah
"-37.427816584462754, 144.22225013556405",Bullarto South
"-36.06902319847723, 147.40409053279342",Bungil (Vic.)
"-37.749298541248464, 144.75300052984883",Burnside (Vic.)
"-38.5657646540472, 143.4183027246099",Carlisle River
"-37.08629282029539, 147.37719491288462",Cobungra
"-37.77562930068859, 145.26694189447002",Croydon Hills
"-38.30528167112457, 142.93106476991372",Dixie (Vic.)
"-36.33222744989507, 142.9853666591019",Donald
"-37.78982347393196, 145.1913108122632",Donvale
"-37.98851276582178, 145.23835896254576",Doveton
"-37.76356239980343, 145.06356024825124",Eaglemont
"-37.876655133908905, 145.33535928968365",Ferny Creek
"-36.78109601418927, 144.29567791837906",Flora Hill
"-38.12390795059855, 145.16384086727342",Frankston North
"-38.227390983566906, 145.97600627493162",Gainsborough
"-36.73802141686502, 147.07646871670917",Germantown (Vic.)
"-37.69369594519955, 146.62964633257212",Glenfalloch
"-36.62222464544571, 146.90814984350934",Havilah (Vic.)
"-37.624501186230205, 142.0568939990481",Hensley Park
"-37.97803473758138, 146.77490056897935",Heyfield
"-38.27149037586307, 143.6749524760881",Irrewarra
"-37.0147715566272, 142.99085986589384",Joel Joel
"-38.43891049546539, 145.61239205417323",Kernot
"-37.81431270513636, 145.31842026517785",Kilsyth
"-37.9888498619531, 141.87156520324314",Knebsworth
"-37.53481575683323, 143.38723146609382",Lake Goldsmith
"-37.6730821549735, 144.02945555270844",Lal Lal
"-38.18906184983939, 145.19099501670493",Langwarrin South
"-37.12870860802387, 143.81963966555222",Majorca
"-37.397350874039, 149.62028918381688",Maramingo Creek
"-35.57201404101288, 143.35540209338475",Meatian
"-38.390853744477795, 145.0810119445252",Merricks
"-38.34516558513469, 145.07674274911415",Merricks North
"-37.48034917422522, 143.79846499973826",Miners Rest
"-36.64365954736776, 143.17178449582542",Moolerr
"-37.489878375100936, 146.93884006189217",Moroka
"-38.22755593933374, 146.41460197622976",Morwell
"-38.38866219571477, 146.56190300125775",Mount Tassie
"-38.27080675552746, 146.23578185454926",Narracan
"-38.01296790311696, 145.9838430001007",Neerim South
"-37.41762608072979, 144.36317479212204",North Blackwood
"-37.72582037898939, 145.21572250214646",North Warrandyte
"-37.07255948893139, 143.38770659765643",Percydale
"-37.528796765600354, 143.95807684775127",Pootilla
"-38.330045816195074, 145.83302586720217",Poowong East
"-37.79313499788777, 145.231199449706",Ringwood North
"-36.90829820053896, 146.582341319271",Rose River
"-36.3722956909438, 145.3977654644139",Shepparton
"-36.796107306117754, 143.28081235733978",Stuart Mill
"-38.2208890938198, 144.6459767758985",Swan Bay (Vic.)
"-36.5410443109421, 143.10321876907088",Swanwater
"-36.59564163263759, 148.08059166522773",Tom Groggin
"-38.28991093446621, 146.54618683848406",Traralgon South
"-37.41000341604403, 144.40275701504135",Trentham East
"-38.324424728307164, 145.97326582057354",Trida
"-36.94376818184286, 143.04849013581824",Tulkara
"-37.905441229157496, 145.32903711214348",Upwey
"-37.433802350082956, 149.74187693538929",Wallagaraugh
"-37.8523551243396, 145.2258793192173",Wantirna
"-38.15372516668654, 145.93000341970367",Warragul
"-37.43385687478232, 143.67240869186807",Weatherboard
"-38.37375243113289, 144.0535690464862",Wensleydale
"-37.80935005168919, 144.92517516728827",West Melbourne
"-37.2556157395928, 147.04513924168566",Wongungarra
"-37.54438302046378, 145.06114843939235",Woodstock (Vic.)
"-35.29404649018739, 143.44847056012895",Woorinen South
"-35.67899197172367, 142.0838331517038",Yaapeet
"-36.16895687774906, 145.69217733676481",Youanmite
"-17.799784595906946, 143.439573576457",Abingdon Downs
"-25.47451331377152, 152.6600917115611",Aldershot
"-23.619189281604427, 146.6982786030889",Alpha
"-17.340785274862426, 145.92762867551102",Babinda (Qld)
"-26.151264656960496, 152.6713751925383",Banks Pocket
"-24.397725117802555, 139.5265607432099",Bedourie
"-23.02991616560525, 148.2009767365154",Belcong
"-24.397255955014778, 150.51594635693098",Biloela
"-26.907700718726556, 152.0817688350185",Blackbutt South
"-21.487666906565345, 148.99857680538437",Blue Mountain
"-25.58717923593098, 152.81470113374039",Boonooroo Plains
"-16.6642479193751, 139.8630579916745",Bountiful Islands
"-27.320030135379483, 153.03423057575472",Bracken Ridge
"-18.647668500117835, 146.26673706313304",Braemeadows
"-27.41646957091809, 152.2332102847408",Buaraba South
"-27.495852207890565, 153.0779151600845",Camp Hill
"-21.378013142113275, 149.31381064299717",Campwin Beach
"-26.658756789726098, 150.914362396593",Canaga
"-28.03831721512714, 153.1365309236505",Canungra
"-23.19466614197052, 150.77736120977445",Causeway Lake
"-23.251062103178384, 150.67317975752078",Cawarral
"-13.758693410455363, 143.1762447968992",Coen
"-19.329643224439092, 146.71663134432504",Condon
"-23.14361191488941, 150.75898059865952",Cooee Bay
"-28.169806820446468, 153.53364821660375",Coolangatta (Qld)
"-25.36706127019806, 151.9506776765786",Coringa
"-27.522395034992584, 151.89516633358167",Cotswold Hills
"-23.227077880097575, 148.270407615628",Crinum
"-26.57318514412675, 150.08706309538377",Dalwogon
"-17.779523598364236, 146.03786393311293",Daveson
"-25.65581508808174, 151.47326088159366",Deep Creek (Qld)
"-23.967239332932788, 150.31733648344783",Dixalea
"-21.040282352885022, 149.1846394131288",Dolphin Heads
"-26.45060268238857, 153.0145564395837",Doonan
"-28.01911417183672, 152.6731331667661",Dugandan
"-25.107432166499258, 152.05008161724416",Duingal
"-25.503780095245258, 152.54629519990112",Dunmora
"-27.68059588277935, 152.61676132758487",Ebenezer (Qld)
"-18.852086239425404, 142.6395398839915",Esmeralda
"-16.458623591144313, 145.34986763928657",Finlayvale
"-26.166488082678054, 152.59793787305557",Fishermans Pocket
"-22.245591995015573, 147.1125900826258",Frankfield
"-18.517349834412467, 145.840591161519",Garrawalt
"-24.97692559111284, 149.87989446196661",Glenmoral
"-25.876526701032002, 152.57554371479372",Gootchie
"-27.639797158012065, 152.98846917246377",Heathwood
"-27.268006649225974, 151.7616769032769",Highland Plains (Toowoomba - Qld)
"-27.373651696191942, 152.81124038831936",Highvale
"-27.86825729785368, 153.35963452193596",Hope Island
"-23.66668744338789, 150.3843866293079",Horse Creek
"-24.26452982189516, 148.92730154886414",Humboldt
"-16.531357983552514, 144.62558929729934",Hurricane
"-27.622653758581922, 149.79084438914543",Inglestone
